,Date/Time,Lat,Lon,Base
19,4/1/2014 3:35:00,40.7389,-74.0393,B02512
20,4/1/2014 3:41:00,40.7619,-73.9715,B02512
21,4/1/2014 4:11:00,40.753,-74.0042,B02512
22,4/1/2014 4:15:00,40.6561,-73.9531,B02512
23,4/1/2014 4:19:00,40.725,-73.9844,B02512
24,4/1/2014 4:20:00,40.695,-74.1783,B02512
25,4/1/2014 4:26:00,40.9859,-74.1578,B02512
26,4/1/2014 4:27:00,40.6879,-74.1814,B02512
27,4/1/2014 4:38:00,40.6878,-74.1816,B02512
28,4/1/2014 4:47:00,40.7234,-73.9974,B02512
29,4/1/2014 4:49:00,40.7336,-73.99,B02512
30,4/1/2014 5:08:00,40.7141,-74.0094,B02512
31,4/1/2014 5:12:00,40.7893,-73.9709,B02512
32,4/1/2014 5:18:00,40.7747,-73.991,B02512
33,4/1/2014 5:19:00,40.7689,-73.9876,B02512
34,4/1/2014 5:23:00,40.7744,-74.0149,B02512
35,4/1/2014 5:24:00,40.7393,-73.9974,B02512
36,4/1/2014 5:24:00,40.7776,-73.9752,B02512
37,4/1/2014 5:27:00,40.6483,-73.7829,B02512
38,4/1/2014 5:34:00,40.6907,-74.1782,B02512
39,4/1/2014 5:36:00,40.7217,-73.9875,B02512
40,4/1/2014 5:36:00,40.7651,-73.9632,B02512
41,4/1/2014 5:40:00,40.7437,-73.9985,B02512
42,4/1/2014 5:43:00,40.7605,-73.97800000000001,B02512
43,4/1/2014 5:44:00,40.743,-74.0301,B02512
44,4/1/2014 5:44:00,40.743,-74.0301,B02512
45,4/1/2014 5:49:00,40.7423,-74.0371,B02512
46,4/1/2014 5:49:00,40.7236,-74.0037,B02512
47,4/1/2014 5:52:00,40.7723,-73.9527,B02512
48,4/1/2014 5:52:00,40.7574,-73.9862,B02512
49,4/1/2014 5:53:00,40.7838,-73.9504,B02512
50,4/1/2014 5:54:00,40.7711,-73.9871,B02512
51,4/1/2014 5:56:00,40.7571,-73.9726,B02512
52,4/1/2014 5:56:00,40.7442,-73.9854,B02512
53,4/1/2014 5:58:00,40.7166,-74.0144,B02512
54,4/1/2014 6:00:00,40.7507,-73.9703,B02512
55,4/1/2014 6:01:00,40.7337,-73.9979,B02512
56,4/1/2014 6:02:00,40.7236,-74.0111,B02512
57,4/1/2014 6:03:00,40.7151,-74.0464,B02512
58,4/1/2014 6:06:00,40.7701,-73.9588,B02512
59,4/1/2014 6:08:00,40.86,-73.9142,B02512
60,4/1/2014 6:08:00,40.7555,-73.9729,B02512
61,4/1/2014 6:14:00,40.7249,-74.0355,B02512
62,4/1/2014 6:14:00,40.6193,-74.157,B02512
63,4/1/2014 6:15:00,40.7753,-73.97800000000001,B02512
64,4/1/2014 6:15:00,40.7204,-73.9545,B02512
65,4/1/2014 6:16:00,40.7772,-73.9595,B02512
66,4/1/2014 6:17:00,40.7651,-74.082,B02512
67,4/1/2014 6:17:00,40.74,-73.9879,B02512
68,4/1/2014 6:19:00,40.7741,-73.9568,B02512
69,4/1/2014 6:20:00,40.7599,-73.9944,B02512
70,4/1/2014 6:21:00,40.7531,-74.0039,B02512
71,4/1/2014 6:22:00,40.7791,-73.9623,B02512
72,4/1/2014 6:25:00,40.7382,-74.0033,B02512
73,4/1/2014 6:31:00,40.7391,-73.9989,B02512
74,4/1/2014 6:31:00,40.7806,-73.982,B02512
75,4/1/2014 6:32:00,40.7322,-73.9863,B02512
76,4/1/2014 6:33:00,40.7703,-73.96600000000001,B02512
77,4/1/2014 6:34:00,40.7221,-74.0018,B02512
78,4/1/2014 6:35:00,40.7588,-73.9895,B02512
79,4/1/2014 6:36:00,40.7677,-73.9656,B02512
80,4/1/2014 6:37:00,40.7404,-74.0076,B02512
81,4/1/2014 6:38:00,40.7679,-73.9599,B02512
82,4/1/2014 6:39:00,40.7694,-73.9852,B02512
83,4/1/2014 6:40:00,40.7858,-73.9546,B02512
84,4/1/2014 6:40:00,40.7742,-73.9491,B02512
85,4/1/2014 6:42:00,40.7703,-73.95,B02512
86,4/1/2014 6:42:00,40.7614,-73.9997,B02512
87,4/1/2014 6:43:00,40.793,-73.9749,B02512
88,4/1/2014 6:44:00,40.7231,-73.9442,B02512
89,4/1/2014 6:45:00,40.7874,-73.9545,B02512
90,4/1/2014 6:47:00,40.7689,-73.9812,B02512
91,4/1/2014 6:47:00,40.7789,-73.9557,B02512
92,4/1/2014 6:48:00,40.7271,-74.0054,B02512
93,4/1/2014 6:52:00,40.7877,-73.973,B02512
94,4/1/2014 6:52:00,40.7255,-74.0092,B02512
95,4/1/2014 6:54:00,40.7653,-73.9723,B02512
96,4/1/2014 6:56:00,40.7644,-73.9769,B02512
97,4/1/2014 6:57:00,40.7726,-73.9532,B02512
98,4/1/2014 6:59:00,40.7898,-73.9661,B02512
0,5/1/2014 0:02:00,40.7521,-73.9914,B02512
1,5/1/2014 0:06:00,40.6965,-73.9715,B02512
2,5/1/2014 0:15:00,40.7464,-73.9838,B02512
3,5/1/2014 0:17:00,40.7463,-74.0011,B02512
4,5/1/2014 0:17:00,40.7594,-73.9734,B02512
5,5/1/2014 0:20:00,40.7685,-73.8625,B02512
6,5/1/2014 0:21:00,40.7637,-73.9962,B02512
7,5/1/2014 0:21:00,40.7252,-74.0023,B02512
8,5/1/2014 0:25:00,40.7607,-73.9625,B02512
9,5/1/2014 0:25:00,40.7212,-73.9879,B02512
10,5/1/2014 0:29:00,40.7255,-73.9986,B02512
11,5/1/2014 0:32:00,40.6467,-73.7901,B02512
12,5/1/2014 0:40:00,40.7613,-73.9788,B02512
13,5/1/2014 0:56:00,40.7807,-73.9497,B02512
14,5/1/2014 1:00:00,40.7585,-73.9708,B02512
15,5/1/2014 1:02:00,40.7163,-73.9895,B02512
16,5/1/2014 1:06:00,40.7265,-73.9958,B02512
17,5/1/2014 1:13:00,40.7559,-73.9867,B02512
18,5/1/2014 1:13:00,40.7671,-73.9956,B02512
19,5/1/2014 1:20:00,40.7707,-73.9944,B02512
20,5/1/2014 1:22:00,40.7607,-73.9784,B02512
21,5/1/2014 1:25:00,40.7382,-74.0096,B02512
22,5/1/2014 1:26:00,40.759,-73.9725,B02512
23,5/1/2014 1:27:00,40.7456,-73.9915,B02512
24,5/1/2014 1:28:00,40.7285,-74.0044,B02512
25,5/1/2014 1:32:00,40.7218,-73.9921,B02512
26,5/1/2014 1:45:00,40.744,-73.9877,B02512
27,5/1/2014 1:48:00,40.71,-74.0091,B02512
28,5/1/2014 2:00:00,40.7412,-74.0078,B02512
29,5/1/2014 2:13:00,40.7508,-74.0056,B02512
30,5/1/2014 2:18:00,40.7621,-73.976,B02512
31,5/1/2014 2:40:00,40.7575,-73.9688,B02512
32,5/1/2014 2:48:00,40.7549,-73.9864,B02512
33,5/1/2014 2:59:00,40.7596,-73.9726,B02512
34,5/1/2014 3:01:00,40.7284,-73.9997,B02512
35,5/1/2014 3:13:00,40.7246,-73.9936,B02512
36,5/1/2014 3:19:00,40.7156,-73.9898,B02512
37,5/1/2014 3:21:00,40.7467,-73.9846,B02512
38,5/1/2014 3:28:00,40.7144,-74.038,B02512
39,5/1/2014 3:28:00,40.7144,-74.038,B02512
40,5/1/2014 3:31:00,40.8276,-73.9454,B02512
41,5/1/2014 3:44:00,40.7562,-73.9931,B02512
42,5/1/2014 3:50:00,40.7299,-73.9868,B02512
43,5/1/2014 3:57:00,40.7762,-73.9499,B02512
44,5/1/2014 3:58:00,40.7538,-73.9774,B02512
45,5/1/2014 3:58:00,40.6819,-73.685,B02512
46,5/1/2014 4:04:00,40.758,-73.9892,B02512
47,5/1/2014 4:13:00,40.7469,-74.0078,B02512
48,5/1/2014 4:15:00,40.7663,-73.9916,B02512
49,5/1/2014 4:17:00,40.7196,-74.0085,B02512
50,5/1/2014 4:17:00,40.7196,-74.0085,B02512
51,5/1/2014 4:21:00,40.7852,-73.9712,B02512
52,5/1/2014 4:24:00,40.7553,-73.9723,B02512
53,5/1/2014 4:25:00,40.7753,-73.9904,B02512
54,5/1/2014 4:28:00,40.754,-73.9773,B02512
55,5/1/2014 4:28:00,40.754,-73.9773,B02512
56,5/1/2014 4:35:00,40.7572,-73.9625,B02512
57,5/1/2014 4:41:00,40.7695,-73.9621,B02512
