Id,label1
1,4
2,3
3,4
4,6
5,3
6,2
7,3
8,4
9,4
10,4
11,6
12,6
13,2
14,2
15,3
16,3
17,3
18,2
19,6
20,2
21,6
22,2
23,4
24,3
25,4
26,2
27,3
28,2
29,3
30,3
31,2
32,6
33,6
34,3
35,2
36,6
37,3
38,6
39,6
40,4
41,2
42,6
43,4
44,2
45,6
46,6
47,2
48,2
49,3
50,4
51,3
52,4
53,6
54,4
55,6
56,2
57,4
58,3
59,3
60,3
61,6
62,6
63,4
64,4
65,6
66,4
67,3
68,4
69,6
70,4
71,2
72,3
73,2
74,3
75,2
76,4
77,6
78,4
79,2
80,3
81,3
82,4
83,6
84,4
85,2
86,3
87,3
88,4
89,2
90,6
91,2
92,6
93,4
94,2
95,3
96,3
97,4
98,6
99,6
100,2
101,4
102,6
103,2
104,6
105,2
106,3
107,4
108,6
109,2
110,3
111,4
112,4
113,2
114,3
115,6
116,3
117,6
118,2
119,2
120,3
121,2
122,4
123,3
124,4
125,3
126,4
127,6
128,4
129,3
130,6
131,4
132,6
133,6
134,3
135,3
136,6
137,3
138,3
139,4
140,3
141,6
142,2
143,4
144,6
145,6
146,2
147,4
148,3
149,6
150,4
151,2
152,6
153,3
154,3
155,2
156,4
157,4
158,4
159,3
160,2
161,2
162,2
163,3
164,3
165,3
166,4
167,3
168,4
169,4
170,4
171,4
172,4
173,3
174,2
175,2
176,6
177,6
178,3
179,2
180,4
181,2
182,6
183,6
184,2
185,4
186,3
187,2
188,2
189,2
190,6
191,4
192,6
193,3
194,6
195,3
196,4
197,2
198,2
199,3
200,4
201,6
202,4
203,4
204,2
205,3
206,2
207,3
208,3
209,6
210,3
211,2
212,6
213,3
214,2
215,6
216,4
217,4
218,2
219,3
220,4
221,6
222,6
223,6
224,3
225,4
226,2
227,6
228,3
229,4
230,4
231,3
232,4
233,3
234,3
235,3
236,3
237,4
238,4
239,3
240,4
241,6
242,6
243,3
244,3
245,3
246,4
247,4
248,3
249,4
250,3
251,4
252,2
253,3
254,3
255,3
256,3
257,6
258,6
259,4
260,2
261,3
262,2
263,3
264,6
265,6
266,3
267,6
268,3
269,2
270,2
271,4
272,3
273,6
274,2
275,6
276,3
277,2
278,3
279,4
280,4
281,4
282,2
283,2
284,4
285,4
286,4
287,3
288,6
289,2
290,2
291,4
292,2
293,6
294,2
295,2
296,4
297,2
298,4
299,4
300,3
301,2
302,6
303,6
304,3
305,4
306,6
307,3
308,6
309,4
310,6
311,6
312,4
313,2
314,4
315,4
316,3
317,6
318,6
319,3
320,4
321,3
322,6
323,3
324,3
325,3
326,4
327,6
328,6
329,6
330,4
331,2
332,4
333,4
334,6
335,6
336,2
337,2
338,3
339,3
340,6
341,2
342,3
343,3
344,6
345,6
346,2
347,4
348,6
349,2
350,6
351,2
352,2
353,3
354,4
355,2
356,6
357,4
358,3
359,6
360,3
361,4
362,2
363,6
364,6
365,6
366,3
367,6
368,3
369,2
370,2
371,4
372,6
373,3
374,6
375,6
376,6
377,3
378,4
379,6
380,2
381,3
382,6
383,3
384,2
385,2
386,2
387,4
388,6
389,3
390,4
391,6
392,3
393,6
394,4
395,3
396,4
397,6
398,2
399,3
400,2
401,2
402,4
403,2
404,4
405,2
406,6
407,6
408,2
409,2
410,6
411,4
412,2
413,2
414,2
415,4
416,4
417,6
418,4
419,2
420,2
421,2
422,6
423,6
424,6
425,3
426,3
427,3
428,3
429,4
430,6
431,4
432,6
433,3
434,2
435,2
436,2
437,6
438,4
439,3
440,6
441,2
442,6
443,2
444,3
445,2
446,4
447,2
448,4
449,6
450,3
451,6
452,6
453,6
454,2
455,3
456,3
457,2
458,4
459,2
460,2
461,2
462,4
463,3
464,4
465,6
466,3
467,6
468,2
469,2
470,3
471,3
472,4
473,4
474,6
475,4
476,3
477,3
478,3
479,3
480,2
481,4
482,6
483,2
484,6
485,4
486,3
487,3
488,2
489,6
490,3
491,2
492,4
493,2
494,3
495,6
496,3
497,3
498,2
499,4
500,2
501,2
502,2
503,6
504,4
505,6
506,2
507,6
508,4
509,6
510,3
511,4
512,6
513,6
514,2
515,2
516,4
517,6
518,4
519,2
520,6
521,6
522,3
523,6
524,6
525,4
526,4
527,3
528,2
529,6
530,2
531,6
532,6
533,2
534,4
535,6
536,6
537,6
538,6
539,2
540,2
541,6
542,4
543,2
544,2
545,3
546,2
547,3
548,6
549,4
550,3
551,2
552,2
553,6
554,2
555,2
556,2
557,4
558,3
559,2
560,4
561,4
562,4
563,4
564,3
565,4
566,3
567,2
568,4
569,4
570,4
571,3
572,3
573,2
574,3
575,2
576,4
577,3
578,2
579,4
580,6
581,4
582,4
583,2
584,3
585,6
586,2
587,4
588,2
589,2
590,3
591,2
592,3
593,4
594,4
595,6
596,4
597,4
598,6
599,6
600,4
