Id,label1
1,3
2,4
3,2
4,3
5,4
6,6
7,2
8,2
9,2
10,3
11,2
12,2
13,6
14,4
15,2
16,6
17,2
18,4
19,2
20,3
21,2
22,4
23,4
24,3
25,3
26,3
27,4
28,2
29,2
30,3
31,6
32,6
33,4
34,2
35,2
36,6
37,3
38,4
39,2
40,3
41,6
42,4
43,3
44,4
45,6
46,6
47,2
48,6
49,2
50,6
51,2
52,6
53,2
54,6
55,2
56,3
57,6
58,6
59,2
60,6
61,6
62,3
63,3
64,2
65,6
66,2
67,6
68,3
69,6
70,4
71,4
72,2
73,2
74,4
75,6
76,2
77,6
78,2
79,2
80,2
81,2
82,2
83,4
84,6
85,2
86,3
87,3
88,4
89,6
90,2
91,6
92,4
93,3
94,6
95,2
96,4
97,6
98,3
99,4
100,6
101,2
102,3
103,6
104,3
105,3
106,3
107,3
108,4
109,3
110,6
111,2
112,2
113,4
114,4
115,3
116,4
117,4
118,3
119,4
120,2
121,4
122,2
123,6
124,3
125,6
126,4
127,3
128,6
129,3
130,4
131,6
132,3
133,6
134,2
135,2
136,6
137,4
138,4
139,4
140,4
141,6
142,6
143,4
144,3
145,3
146,4
147,6
148,3
149,4
150,6
151,4
152,2
153,3
154,6
155,2
156,4
157,2
158,3
159,3
160,3
161,3
162,2
163,3
164,4
165,4
166,2
167,3
168,2
169,3
170,3
171,6
172,6
173,3
174,2
175,6
176,6
177,4
178,2
179,4
180,3
181,4
182,3
183,2
184,3
185,6
186,4
187,3
188,6
189,2
190,6
191,2
192,6
193,3
194,2
195,4
196,3
197,6
198,4
199,3
200,6
201,2
202,3
203,2
204,4
205,2
206,4
207,6
208,2
209,2
210,3
211,6
212,6
213,2
214,4
215,2
216,2
217,6
218,3
219,4
220,6
221,6
222,4
223,2
224,4
225,3
226,6
227,2
228,2
229,6
230,4
231,2
232,6
233,6
234,4
235,3
236,2
237,3
238,2
239,4
240,2
241,6
242,3
243,3
244,2
245,4
246,4
247,2
248,6
249,4
250,3
251,6
252,3
253,4
254,6
255,3
256,3
257,4
258,6
259,2
260,3
261,3
262,4
263,2
264,6
265,6
266,3
267,4
268,4
269,4
270,3
271,3
272,2
273,3
274,6
275,4
276,3
277,6
278,3
279,6
280,6
281,4
282,4
283,2
284,4
285,2
286,6
287,3
288,3
289,3
290,4
291,3
292,6
293,6
294,3
295,6
296,2
297,6
298,4
299,4
300,2
301,2
302,3
303,3
304,3
305,6
306,4
307,4
308,4
309,2
310,6
311,6
312,3
313,2
314,3
315,3
316,3
317,4
318,2
319,2
320,3
321,6
322,3
323,6
324,4
325,2
326,2
327,3
328,4
329,3
330,6
331,4
332,2
333,4
334,6
335,3
336,3
337,3
338,2
339,3
340,2
341,2
342,6
343,3
344,6
345,6
346,4
347,2
348,3
349,2
350,4
351,2
352,4
353,2
354,3
355,3
356,2
357,2
358,2
359,2
360,4
361,6
362,3
363,2
364,4
365,2
366,4
367,2
368,3
369,4
370,6
371,6
372,3
373,4
374,3
375,2
376,6
377,2
378,6
379,6
380,2
381,3
382,4
383,4
384,4
385,3
386,6
387,4
388,6
389,3
390,4
391,4
392,3
393,6
394,4
395,6
396,2
397,4
398,4
399,4
400,2
401,3
402,2
403,2
404,6
405,6
406,6
407,3
408,6
409,3
410,6
411,3
412,3
413,6
414,6
415,3
416,4
417,2
418,4
419,2
420,3
421,2
422,6
423,6
424,6
425,2
426,3
427,2
428,4
429,4
430,6
431,2
432,6
433,4
434,3
435,4
436,6
437,4
438,4
439,4
440,4
441,4
442,3
443,4
444,2
445,3
446,6
447,4
448,6
449,4
450,4
451,4
452,4
453,2
454,4
455,3
456,2
457,6
458,3
459,6
460,6
461,2
462,6
463,2
464,4
465,6
466,3
467,2
468,4
469,4
470,6
471,2
472,4
473,4
474,2
475,6
476,3
477,4
478,6
479,4
480,6
481,4
482,4
483,2
484,3
485,3
486,6
487,6
488,6
489,6
490,3
491,4
492,2
493,6
494,3
495,2
496,3
497,4
498,6
499,3
500,3
501,6
502,3
503,3
504,6
505,2
506,4
507,4
508,3
509,4
510,3
511,2
512,6
513,3
514,6
515,6
516,3
517,2
518,4
519,2
520,2
521,2
522,3
523,4
524,2
525,3
526,6
527,4
528,3
529,6
530,6
531,2
532,3
533,4
534,6
535,2
536,4
537,2
538,3
539,4
540,4
541,4
542,6
543,4
544,3
545,3
546,2
547,3
548,3
549,3
550,3
551,2
552,3
553,2
554,2
555,4
556,2
557,2
558,4
559,3
560,6
561,2
562,4
563,2
564,4
565,4
566,3
567,4
568,2
569,2
570,2
571,2
572,2
573,2
574,6
575,6
576,6
577,4
578,2
579,6
580,4
581,3
582,2
583,6
584,4
585,3
586,6
587,4
588,3
589,4
590,6
591,6
592,2
593,6
594,3
595,4
596,6
597,6
598,4
599,6
600,3
