Id,label1
1,1
2,1
3,1
4,1
5,1
6,0
7,1
8,1
9,1
10,0
11,1
12,1
13,0
14,0
15,1
16,0
17,1
18,0
19,1
20,1
21,1
22,1
23,1
24,1
25,1
26,1
27,1
28,0
29,1
30,0
31,1
32,0
33,0
34,1
35,1
36,1
37,1
38,1
39,0
40,1
41,1
42,1
43,1
44,0
45,1
46,1
47,1
48,1
49,1
50,0
51,0
52,0
53,1
54,1
55,1
56,1
57,1
58,1
59,0
60,1
61,0
62,1
63,1
64,1
65,1
66,0
67,1
68,0
69,0
70,1
71,1
72,0
73,1
74,1
75,1
76,0
77,1
78,0
79,0
80,0
81,1
82,1
83,0
84,1
85,1
86,1
87,0
88,0
89,0
90,1
91,1
92,0
93,1
94,0
95,1
96,0
97,1
98,0
99,1
100,0
101,0
102,1
103,1
104,1
105,1
106,1
107,1
108,0
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,0
119,0
120,1
121,1
122,0
123,0
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,0
135,1
136,1
137,0
138,0
139,1
140,1
141,0
142,1
143,1
144,0
145,1
146,1
147,1
148,1
149,1
150,1
151,0
152,0
153,1
154,1
155,0
156,1
157,0
158,1
159,1
160,1
161,1
162,0
163,0
164,0
165,1
166,0
167,1
168,1
169,0
170,1
171,0
172,0
173,1
174,1
175,1
176,1
177,1
178,1
179,1
180,0
181,0
182,0
183,1
184,1
185,0
186,1
187,1
188,0
189,1
190,1
191,1
192,1
193,1
194,1
195,1
196,1
197,1
198,0
199,1
200,1
201,0
202,0
203,0
204,1
205,1
206,1
207,1
208,0
209,1
210,0
211,1
212,0
213,0
214,0
215,1
216,0
217,1
218,0
219,1
220,1
221,1
222,1
223,1
224,1
225,0
226,1
227,0
228,0
229,1
230,1
231,1
232,0
233,1
234,1
235,1
236,1
237,1
238,1
239,1
240,1
241,1
242,1
243,1
244,1
245,1
246,0
247,1
248,1
249,0
250,1
251,1
252,1
253,1
254,0
255,0
256,1
257,0
258,0
259,0
260,0
261,1
262,1
263,1
264,0
265,1
266,1
267,1
268,1
269,1
270,1
271,1
272,1
273,1
274,1
275,0
276,0
277,0
278,1
279,0
280,0
281,1
282,1
283,0
284,1
285,0
286,1
287,1
288,1
289,0
290,1
291,1
292,1
293,1
294,1
295,1
296,1
297,1
298,0
299,1
300,1
301,1
302,0
303,1
304,1
305,1
306,1
307,0
308,0
309,0
310,1
311,0
312,1
313,1
314,1
315,1
316,1
317,1
318,0
319,1
320,0
321,1
322,1
323,1
324,0
325,0
326,1
327,1
328,0
329,1
330,0
331,1
332,1
333,0
334,0
335,1
336,1
337,1
338,1
339,1
340,1
341,1
342,1
343,1
344,1
345,0
346,1
347,1
348,1
349,1
350,1
351,1
352,0
353,1
354,1
355,1
356,0
357,0
358,1
359,1
360,1
361,1
362,1
363,1
364,0
365,0
366,1
367,1
368,1
369,0
370,1
371,1
372,0
373,1
374,1
375,1
376,1
377,0
378,0
379,1
380,1
381,1
382,1
383,1
384,0
385,1
386,1
387,1
388,1
389,1
390,1
391,0
392,1
393,1
394,0
395,1
396,1
397,1
398,1
399,0
400,1
401,1
402,0
403,1
404,1
405,0
406,0
407,1
408,1
409,1
410,0
411,1
412,0
413,1
414,1
415,1
416,1
417,1
418,1
419,1
420,1
421,0
422,0
423,1
424,0
425,1
426,0
427,1
428,0
429,1
430,0
431,0
432,0
433,1
434,0
435,0
436,0
437,1
438,0
439,1
440,1
441,0
442,0
443,1
444,1
445,1
446,1
447,1
448,0
449,1
450,0
451,0
452,1
453,0
454,1
455,1
456,0
457,1
458,1
459,1
460,1
461,0
462,1
463,1
464,1
465,1
466,1
467,0
468,1
469,1
470,1
471,1
472,1
473,1
474,1
475,0
476,1
477,1
478,1
479,1
480,1
481,0
482,0
483,1
484,1
485,1
486,1
487,1
488,1
489,0
490,1
491,0
492,1
493,1
494,1
495,0
496,1
497,1
498,1
499,1
500,1
501,1
502,1
503,0
504,0
505,1
506,0
507,0
508,1
509,1
510,1
511,1
512,1
513,0
514,1
515,1
516,1
517,1
518,1
519,1
520,0
521,0
522,0
523,1
524,1
525,0
526,0
527,0
528,0
529,1
530,1
531,0
532,1
533,1
534,1
535,1
536,1
537,1
538,0
539,1
540,1
541,1
542,1
543,1
544,1
545,1
546,1
547,1
548,0
549,1
550,0
551,0
552,1
553,0
554,0
555,0
556,1
557,1
558,1
559,1
560,1
561,1
562,0
563,1
564,1
565,1
566,1
567,0
568,1
569,0
570,0
571,1
572,0
573,1
574,1
575,1
576,1
577,1
578,1
579,0
580,0
581,1
582,1
583,1
584,0
585,1
586,1
587,1
588,0
589,0
590,1
591,1
592,0
593,0
594,0
595,1
596,1
597,1
598,0
599,0
600,0
601,0
